0.0	0.07507820646506778
0.30031282586027114	-35.96246089676747
11.261730969760167	-54.73201251303441
34.98644421272159	-55.18248175182482
40.98644421272159	-55.18248175182482
62.31491136600626	-56.53388946819604
62.465067778936394	-48.27528675703858
62.465067778936394	-12.538060479666319
61.56412930135558	17.643378519290927
59.762252346193954	35.511991657977056
57.96037539103232	62.54014598540146
44.20333680917622	60.762252346193954
35.887382690302395	60.738269030239834
27.571428571428573	60.714285714285715
-18.168925964546403	58.9363920750782
-36.93847758081335	59.386861313868614
-51.20333680917622	58.9363920750782
-61.56412930135558	53.8310740354536
-61.113660062565174	35.511991657977056
-60.8133472367049	17.192909280500523
-60.362877997914495	-11.186652763295099
-59.46193952033368	-35.06152241918665
-59.011470281543275	-49.776850886339936
-43.238790406673616	-50.22732012513034
-37.238790406673616	-50.22732012513034